1941j             "1941: Counter Attack (Japan)"
spf2td            "Super Puzzle Fighter II Turbo (USA 960620 Phoenix Edition) (bootleg)"
spf2tu            "Super Puzzle Fighter II Turbo (USA 960620)"
spf2xjd           "Super Puzzle Fighter II X (Japan 960531 Phoenix Edition) (bootleg)"
spf2xj            "Super Puzzle Fighter II X (Japan 960531)"
ssf2tad           "Super Street Fighter II Turbo (Asia 940223 Phoenix Edition) (bootleg)"
ssf2t             "Super Street Fighter II Turbo (World 940223)"
ssf2ta            "Super Street Fighter II Turbo (Asia 940223)"
ssf2th            "Super Street Fighter II Turbo (Hispanic 940223)"
ssf2tur1          "Super Street Fighter II Turbo (USA 940223)"
ssf2tu            "Super Street Fighter II Turbo (USA 940323)"
ssf2xjd           "Super Street Fighter II X: Grand Master Challenge (Japan 940223 Phoenix Edition) (bootleg)"
qsound            "QSound"
ssf2xjr1d         "Super Street Fighter II X: Grand Master Challenge (Japan 940223 Phoenix Edition) (bootleg)"
ssf2xjr           "Super Street Fighter II X: Grand Master Challenge (Japan 940223 rent version)"
ssf2xjr1r         "Super Street Fighter II X: Grand Master Challenge (Japan 940223 rent version)"
ssf2xjr1          "Super Street Fighter II X: Grand Master Challenge (Japan 940223)"
ssf2xj            "Super Street Fighter II X: Grand Master Challenge (Japan 940311)"
ssf2ar1           "Super Street Fighter II: The New Challengers (Asia 930914)"
ssf2              "Super Street Fighter II: The New Challengers (World 931005)"
ssf2a             "Super Street Fighter II: The New Challengers (Asia 931005)"
ssf2h             "Super Street Fighter II: The New Challengers (Hispanic 930911)"
ssf2jr2           "Super Street Fighter II: The New Challengers (Japan 930910)"
ssf2jr1           "Super Street Fighter II: The New Challengers (Japan 930911)"
ssf2j             "Super Street Fighter II: The New Challengers (Japan 931005)"
ssf2ud            "Super Street Fighter II: The New Challengers (USA 930911 Phoenix Edition) (bootleg)"
ssf2u             "Super Street Fighter II: The New Challengers (USA 930911)"
ssf2r1            "Super Street Fighter II: The New Challengers (World 930911)"
ssf2tba           "Super Street Fighter II: The Tournament Battle (Asia 931005)"
ssf2tbh           "Super Street Fighter II: The Tournament Battle (Hispanic 931005)"
ssf2tbj1          "Super Street Fighter II: The Tournament Battle (Japan 930911)"
ssf2tbj           "Super Street Fighter II: The Tournament Battle (Japan 931005)"
ssf2tbu           "Super Street Fighter II: The Tournament Battle (USA 930911)"
ssf2tbr1          "Super Street Fighter II: The Tournament Battle (World 930911)"
ssf2tbd           "Super Street Fighter II: The Tournament Battle (World 931119 Phoenix Edition) (bootleg)"
ssf2tb            "Super Street Fighter II: The Tournament Battle (World 931119)"
uecology          "Ultimate Ecology (Japan 931203)"
vhunt2d           "Vampire Hunter 2: Darkstalkers Revenge (Japan 970913 Phoenix Edition) (bootleg)"
vhunt2            "Vampire Hunter 2: Darkstalkers Revenge (Japan 970929)"
vhunt2r1          "Vampire Hunter 2: Darkstalkers Revenge (Japan 970913)"
vhuntjr2          "Vampire Hunter: Darkstalkers' Revenge (Japan 950302)"
vhuntjr1s         "Vampire Hunter: Darkstalkers' Revenge (Japan 950307 stop version)"
vhuntjr1          "Vampire Hunter: Darkstalkers' Revenge (Japan 950307)"
vhuntj            "Vampire Hunter: Darkstalkers' Revenge (Japan 950316)"
vsav2d            "Vampire Savior 2: The Lord of Vampire (Japan 970913 Phoenix Edition) (bootleg)"
vsav2             "Vampire Savior 2: The Lord of Vampire (Japan 970913)"
vsava             "Vampire Savior: The Lord of Vampire (Asia 970519)"
vsav              "Vampire Savior: The Lord of Vampire (Euro 970519)"
vsavd             "Vampire Savior: The Lord of Vampire (Euro 970519 Phoenix Edition) (bootleg)"
vsavh             "Vampire Savior: The Lord of Vampire (Hispanic 970519)"
vsavj             "Vampire Savior: The Lord of Vampire (Japan 970519)"
vsavu             "Vampire Savior: The Lord of Vampire (USA 970519)"
vampjr1           "Vampire: The Night Warriors (Japan 940630)"
vampja            "Vampire: The Night Warriors (Japan 940705 alt)"
vampj             "Vampire: The Night Warriors (Japan 940705)"
xmvsfar3          "X-Men Vs. Street Fighter (Asia 960910)"
xmvsf             "X-Men Vs. Street Fighter (Euro 961004)"
xmvsfar2          "X-Men Vs. Street Fighter (Asia 960919)"
xmvsfar1          "X-Men Vs. Street Fighter (Asia 961004)"
xmvsfa            "X-Men Vs. Street Fighter (Asia 961023)"
xmvsfb            "X-Men Vs. Street Fighter (Brazil 961023)"
xmvsfr1           "X-Men Vs. Street Fighter (Euro 960910)"
xmvsfh            "X-Men Vs. Street Fighter (Hispanic 961004)"
xmvsfjr3          "X-Men Vs. Street Fighter (Japan 960909)"
xmvsfjr2          "X-Men Vs. Street Fighter (Japan 960910)"
xmvsfjr1          "X-Men Vs. Street Fighter (Japan 961004)"
xmvsfj            "X-Men Vs. Street Fighter (Japan 961023)"
xmvsfur2          "X-Men Vs. Street Fighter (USA 960910)"
xmvsfu1d          "X-Men Vs. Street Fighter (USA 961004 Phoenix Edition) (bootleg)"
xmvsfur1          "X-Men Vs. Street Fighter (USA 961004)"
xmvsfu            "X-Men Vs. Street Fighter (USA 961023)"
xmcotaar2         "X-Men: Children of the Atom (Asia 941217)"
xmcota            "X-Men: Children of the Atom (Euro 950331)"
xmcotaar1         "X-Men: Children of the Atom (Asia 941219)"
xmcotaa           "X-Men: Children of the Atom (Asia 950105)"
xmcotab           "X-Men: Children of the Atom (Brazil 950331)"
xmcotar1d         "X-Men: Children of the Atom (Euro 950105 Phoenix Edition) (bootleg)"
xmcotar1          "X-Men: Children of the Atom (Euro 950105)"
xmcotahr1         "X-Men: Children of the Atom (Hispanic 950105)"
xmcotah           "X-Men: Children of the Atom (Hispanic 950331)"
xmcotajr          "X-Men: Children of the Atom (Japan 941208 rent version)"
xmcotaj3          "X-Men: Children of the Atom (Japan 941217)"
xmcotaj2          "X-Men: Children of the Atom (Japan 941219)"
xmcotaj1          "X-Men: Children of the Atom (Japan 941222)"
xmcotaj           "X-Men: Children of the Atom (Japan 950105)"
xmcotau           "X-Men: Children of the Atom (USA 950105)"
cps3_custom       "CPS3 Custom Sound"
cps3bootao        "CPS3 Multi-game bootleg for dead security cart (older)"
cps3boot          "CPS3 Multi-game bootleg for HD6417095 type SH2 (V4)"
cps3bootoa        "CPS3 Multi-game bootleg for dead security cart (older) (New Generation, 2nd Impact and 3rd Strike only)"
cps3bootao2       "CPS3 Multi-game bootleg for dead security cart (oldest) (New Generation, 2nd Impact and 3rd Strike only)"
cps3boota         "CPS3 Multi-game bootleg for dead security cart (V5)"
cps3booto         "CPS3 Multi-game bootleg for HD6417095 type SH2 (older)"
cps3booto2        "CPS3 Multi-game bootleg for HD6417095 type SH2 (oldest) (New Generation, 3rd Strike, JoJo's Venture, JoJo's Bizarre Adventure and Red Earth only)"
jojojr2           "JoJo no Kimyou na Bouken (Japan 981202)"
jojo              "JoJo's Venture (USA 990128)"
jojojr1           "JoJo no Kimyou na Bouken (Japan 990108)"
jojoj             "JoJo no Kimyou na Bouken (Japan 990128)"
jojobanr1         "JoJo no Kimyou na Bouken: Mirai e no Isan (Japan 990913, NO CD)"
jojoba            "JoJo no Kimyou na Bouken: Mirai e no Isan (Japan 990927)"
jojobar1          "JoJo no Kimyou na Bouken: Mirai e no Isan (Japan 990913)"
jojoban           "JoJo no Kimyou na Bouken: Mirai e no Isan (Japan 990927, NO CD)"
jojobaner1        "JoJo's Bizarre Adventure (Euro 990913, NO CD)"
jojobane          "JoJo's Bizarre Adventure (Euro 990927, NO CD)"
jojonr2           "JoJo's Venture (Asia 981202, NO CD)"
jojonr1           "JoJo's Venture (Asia 990108, NO CD)"
jojon             "JoJo's Venture (Asia 990128, NO CD)"
jojor2            "JoJo's Venture (USA 981202)"
jojor1            "JoJo's Venture (USA 990108)"
redearthr1        "Red Earth (Euro 961023)"
redearth          "Red Earth (Euro 961121)"
sfiii2n           "Street Fighter III 2nd Impact: Giant Attack (Asia 970930, NO CD)"
sfiii2            "Street Fighter III 2nd Impact: Giant Attack (USA 970930)"
sfiii2j           "Street Fighter III 2nd Impact: Giant Attack (Japan 970930)"
cps3bs32a         "Street Fighter III 2nd Impact: Giant Attack (USA 970930, bootleg for HD6417095 type SH2, older)"
cps3bs32          "Street Fighter III 2nd Impact: Giant Attack (USA 970930, bootleg for HD6417095 type SH2, V3)"
sfiii3r1          "Street Fighter III 3rd Strike: Fight for the Future (Euro 990512)"
sfiii3            "Street Fighter III 3rd Strike: Fight for the Future (Euro 990608)"
sfiii3nr1         "Street Fighter III 3rd Strike: Fight for the Future (Japan 990512, NO CD)"
sfiii3jr1         "Street Fighter III 3rd Strike: Fight for the Future (Japan 990512)"
sfiii3n           "Street Fighter III 3rd Strike: Fight for the Future (Japan 990608, NO CD)"
sfiii3j           "Street Fighter III 3rd Strike: Fight for the Future (Japan 990608)"
sfiii3ur1         "Street Fighter III 3rd Strike: Fight for the Future (USA 990512)"
sfiii3u           "Street Fighter III 3rd Strike: Fight for the Future (USA 990608)"
sfiiin            "Street Fighter III: New Generation (Asia 970204, NO CD, bios set 1)"
sfiii             "Street Fighter III: New Generation (Euro 970204)"
sfiiina           "Street Fighter III: New Generation (Asia 970204, NO CD, bios set 2)"
sfiiia            "Street Fighter III: New Generation (Asia 970204)"
sfiiih            "Street Fighter III: New Generation (Hispanic 970204)"
sfiiij            "Street Fighter III: New Generation (Japan 970204)"
sfiiiu            "Street Fighter III: New Generation (USA 970204)"
warzardr1         "Warzard (Japan 961023)"
warzard           "Warzard (Japan 961121)"
